dt,open,high,low,close,volume
2026-04-04 09:45:00,3118000.0,3120000.0,3115000.0,3115000.0,87.39931204
2026-04-04 10:00:00,3116000.0,3119000.0,3111000.0,3113000.0,171.55041353
2026-04-04 10:15:00,3113000.0,3114000.0,3110000.0,3112000.0,141.23612323
2026-04-04 10:30:00,3111000.0,3115000.0,3110000.0,3114000.0,93.82032433
2026-04-04 10:45:00,3114000.0,3116000.0,3112000.0,3114000.0,43.71097886
2026-04-04 11:00:00,3115000.0,3116000.0,3109000.0,3110000.0,72.30642154
2026-04-04 11:15:00,3109000.0,3110000.0,3107000.0,3109000.0,80.52604804
2026-04-04 11:30:00,3108000.0,3111000.0,3106000.0,3109000.0,124.67546192
2026-04-04 11:45:00,3109000.0,3112000.0,3107000.0,3111000.0,45.5761231
2026-04-04 12:00:00,3111000.0,3114000.0,3110000.0,3111000.0,88.592072
2026-04-04 12:15:00,3111000.0,3115000.0,3111000.0,3112000.0,39.19482678
2026-04-04 12:30:00,3113000.0,3117000.0,3111000.0,3113000.0,171.42652146
2026-04-04 12:45:00,3113000.0,3114000.0,3111000.0,3111000.0,40.76409008
2026-04-04 13:00:00,3110000.0,3113000.0,3110000.0,3111000.0,75.56099948
2026-04-04 13:15:00,3112000.0,3113000.0,3110000.0,3113000.0,53.55695067
2026-04-04 13:30:00,3114000.0,3115000.0,3111000.0,3114000.0,30.50126383
2026-04-04 13:45:00,3114000.0,3116000.0,3112000.0,3115000.0,48.76533098
2026-04-04 14:00:00,3115000.0,3116000.0,3113000.0,3115000.0,39.4131977
2026-04-04 14:15:00,3115000.0,3117000.0,3113000.0,3115000.0,33.23566878
2026-04-04 14:30:00,3115000.0,3119000.0,3115000.0,3117000.0,75.85116986
2026-04-04 14:45:00,3117000.0,3121000.0,3115000.0,3120000.0,81.35598258
2026-04-04 15:00:00,3120000.0,3122000.0,3117000.0,3121000.0,77.72060662
2026-04-04 15:15:00,3121000.0,3124000.0,3118000.0,3120000.0,191.6635261
2026-04-04 15:30:00,3118000.0,3120000.0,3116000.0,3117000.0,42.70950591
2026-04-04 15:45:00,3116000.0,3124000.0,3116000.0,3121000.0,196.06984933
2026-04-04 16:00:00,3123000.0,3124000.0,3118000.0,3119000.0,88.22753484
2026-04-04 16:15:00,3118000.0,3120000.0,3117000.0,3118000.0,62.08088922
2026-04-04 16:30:00,3118000.0,3118000.0,3116000.0,3117000.0,88.49878656
2026-04-04 16:45:00,3117000.0,3118000.0,3113000.0,3117000.0,74.73864096
2026-04-04 17:00:00,3116000.0,3120000.0,3115000.0,3117000.0,38.50717969
2026-04-04 17:15:00,3117000.0,3120000.0,3117000.0,3120000.0,53.88057154
2026-04-04 17:30:00,3119000.0,3120000.0,3113000.0,3116000.0,86.47021603
2026-04-04 17:45:00,3115000.0,3116000.0,3111000.0,3112000.0,68.99165932
2026-04-04 18:00:00,3111000.0,3117000.0,3110000.0,3116000.0,39.65547924
2026-04-04 18:15:00,3116000.0,3116000.0,3111000.0,3113000.0,50.94518995
2026-04-04 18:30:00,3113000.0,3115000.0,3111000.0,3114000.0,67.01651473
2026-04-04 18:45:00,3114000.0,3116000.0,3112000.0,3116000.0,30.53224266
2026-04-04 19:00:00,3116000.0,3116000.0,3112000.0,3112000.0,62.9971754
2026-04-04 19:15:00,3112000.0,3112000.0,3110000.0,3111000.0,98.1716854
2026-04-04 19:30:00,3111000.0,3119000.0,3111000.0,3117000.0,67.73282129
2026-04-04 19:45:00,3117000.0,3120000.0,3115000.0,3120000.0,68.74099423
2026-04-04 20:00:00,3120000.0,3123000.0,3116000.0,3118000.0,256.26561494
2026-04-04 20:15:00,3119000.0,3120000.0,3118000.0,3119000.0,44.48522078
2026-04-04 20:30:00,3119000.0,3119000.0,3117000.0,3117000.0,69.15794623
2026-04-04 20:45:00,3117000.0,3119000.0,3117000.0,3117000.0,131.99014724
2026-04-04 21:00:00,3117000.0,3120000.0,3115000.0,3116000.0,124.1672919
2026-04-04 21:15:00,3116000.0,3117000.0,3113000.0,3114000.0,135.15096254
2026-04-04 21:30:00,3114000.0,3117000.0,3113000.0,3114000.0,61.56913854
2026-04-04 21:45:00,3114000.0,3114000.0,3111000.0,3113000.0,94.83897697
2026-04-04 22:00:00,3113000.0,3116000.0,3112000.0,3115000.0,60.63073923
2026-04-04 22:15:00,3115000.0,3116000.0,3113000.0,3114000.0,33.79194018
2026-04-04 22:30:00,3114000.0,3122000.0,3113000.0,3119000.0,270.31511781
2026-04-04 22:45:00,3122000.0,3123000.0,3117000.0,3123000.0,158.27797437
2026-04-04 23:00:00,3123000.0,3125000.0,3118000.0,3119000.0,179.46380357
2026-04-04 23:15:00,3118000.0,3121000.0,3118000.0,3120000.0,61.24577033
2026-04-04 23:30:00,3118000.0,3120000.0,3110000.0,3116000.0,152.73837842
2026-04-04 23:45:00,3113000.0,3119000.0,3113000.0,3117000.0,70.90793349
2026-04-05 00:00:00,3117000.0,3129000.0,3115000.0,3123000.0,362.2485781
2026-04-05 00:15:00,3123000.0,3128000.0,3120000.0,3122000.0,182.93919372
2026-04-05 00:30:00,3122000.0,3123000.0,3120000.0,3121000.0,58.41672212
2026-04-05 00:45:00,3121000.0,3121000.0,3117000.0,3121000.0,49.99454988
2026-04-05 01:00:00,3121000.0,3122000.0,3119000.0,3120000.0,60.74177682
2026-04-05 01:15:00,3120000.0,3132000.0,3120000.0,3131000.0,92.68815013
2026-04-05 01:30:00,3130000.0,3131000.0,3124000.0,3128000.0,63.54922191
2026-04-05 01:45:00,3129000.0,3129000.0,3122000.0,3122000.0,62.0876389
2026-04-05 02:00:00,3122000.0,3123000.0,3118000.0,3123000.0,67.8343733
2026-04-05 02:15:00,3122000.0,3126000.0,3120000.0,3125000.0,38.03673664
2026-04-05 02:30:00,3124000.0,3126000.0,3121000.0,3121000.0,98.35407436
2026-04-05 02:45:00,3124000.0,3124000.0,3121000.0,3123000.0,32.97485419
2026-04-05 03:00:00,3123000.0,3125000.0,3119000.0,3122000.0,92.41575552
2026-04-05 03:15:00,3120000.0,3123000.0,3120000.0,3123000.0,16.4322967
2026-04-05 03:30:00,3123000.0,3123000.0,3118000.0,3119000.0,50.05584784
2026-04-05 03:45:00,3119000.0,3123000.0,3118000.0,3119000.0,17.89370071
2026-04-05 04:00:00,3120000.0,3150000.0,3120000.0,3150000.0,570.38063323
2026-04-05 04:15:00,3151000.0,3170000.0,3134000.0,3137000.0,566.80391384
2026-04-05 04:30:00,3136000.0,3137000.0,3130000.0,3131000.0,57.21586562
2026-04-05 04:45:00,3130000.0,3135000.0,3128000.0,3130000.0,58.38764524
2026-04-05 05:00:00,3130000.0,3133000.0,3125000.0,3128000.0,75.98223174
2026-04-05 05:15:00,3128000.0,3132000.0,3127000.0,3132000.0,53.72683548
2026-04-05 05:30:00,3131000.0,3133000.0,3129000.0,3131000.0,46.63553374
2026-04-05 05:45:00,3131000.0,3132000.0,3128000.0,3131000.0,32.06540479
2026-04-05 06:00:00,3131000.0,3133000.0,3130000.0,3131000.0,53.48859502
2026-04-05 06:15:00,3133000.0,3136000.0,3131000.0,3135000.0,59.62904481
2026-04-05 06:30:00,3134000.0,3139000.0,3133000.0,3136000.0,61.53157244
2026-04-05 06:45:00,3136000.0,3142000.0,3136000.0,3140000.0,70.59558456
2026-04-05 07:00:00,3140000.0,3141000.0,3139000.0,3139000.0,86.04022556
2026-04-05 07:15:00,3139000.0,3141000.0,3136000.0,3140000.0,108.44482818
2026-04-05 07:30:00,3140000.0,3142000.0,3136000.0,3139000.0,65.63490059
2026-04-05 07:45:00,3138000.0,3139000.0,3135000.0,3138000.0,61.72431849
2026-04-05 08:00:00,3138000.0,3139000.0,3134000.0,3136000.0,76.00090027
2026-04-05 08:15:00,3136000.0,3136000.0,3131000.0,3132000.0,76.45232152
2026-04-05 08:30:00,3133000.0,3133000.0,3128000.0,3130000.0,76.58118383
2026-04-05 08:45:00,3130000.0,3134000.0,3128000.0,3133000.0,100.22762822
2026-04-05 09:00:00,3133000.0,3134000.0,3127000.0,3127000.0,154.89551915
2026-04-05 09:15:00,3127000.0,3132000.0,3126000.0,3131000.0,106.72370137
2026-04-05 09:30:00,3129000.0,3134000.0,3129000.0,3131000.0,44.9011838
2026-04-05 09:45:00,3132000.0,3133000.0,3127000.0,3129000.0,66.7852773
