dt,open,high,low,close,volume
2026-04-04 09:15:00,479.0,480.0,478.0,478.0,38018.92499466
2026-04-04 09:30:00,478.0,479.0,478.0,478.0,44337.04622564
2026-04-04 09:45:00,479.0,480.0,478.0,480.0,127845.15443994
2026-04-04 10:00:00,480.0,480.0,479.0,479.0,47718.21314078
2026-04-04 10:15:00,479.0,481.0,479.0,479.0,325151.54785132
2026-04-04 10:30:00,479.0,481.0,479.0,481.0,30766.03371346
2026-04-04 10:45:00,479.0,480.0,479.0,480.0,47953.16273831
2026-04-04 11:00:00,480.0,480.0,479.0,479.0,110767.94789056
2026-04-04 11:15:00,479.0,480.0,478.0,478.0,117765.23058698
2026-04-04 11:30:00,479.0,479.0,478.0,478.0,44927.7823569
2026-04-04 11:45:00,479.0,479.0,478.0,478.0,29799.0828071
2026-04-04 12:00:00,478.0,479.0,478.0,478.0,42633.32319227
2026-04-04 12:15:00,478.0,479.0,478.0,478.0,73003.61642639
2026-04-04 12:30:00,480.0,480.0,478.0,478.0,40911.64706346
2026-04-04 12:45:00,480.0,480.0,478.0,479.0,55861.039493
2026-04-04 13:00:00,479.0,479.0,478.0,478.0,18405.57950878
2026-04-04 13:15:00,479.0,479.0,478.0,478.0,31229.12504223
2026-04-04 13:30:00,478.0,480.0,478.0,479.0,61970.27281955
2026-04-04 13:45:00,478.0,480.0,478.0,479.0,33723.41602795
2026-04-04 14:00:00,479.0,480.0,478.0,480.0,66491.45030218
2026-04-04 14:15:00,479.0,480.0,478.0,480.0,92186.10252074
2026-04-04 14:30:00,479.0,480.0,478.0,480.0,31762.58873635
2026-04-04 14:45:00,478.0,480.0,478.0,479.0,23427.96440359
2026-04-04 15:00:00,479.0,480.0,478.0,480.0,56862.11042441
2026-04-04 15:15:00,479.0,480.0,478.0,479.0,66911.74459175
2026-04-04 15:30:00,480.0,480.0,479.0,480.0,96585.81515654
2026-04-04 15:45:00,480.0,480.0,479.0,479.0,40268.19659168
2026-04-04 16:00:00,479.0,480.0,479.0,479.0,55111.30406936
2026-04-04 16:15:00,479.0,480.0,479.0,479.0,72574.27202548
2026-04-04 16:30:00,479.0,480.0,479.0,480.0,92527.99610843
2026-04-04 16:45:00,479.0,480.0,479.0,479.0,78029.39302682
2026-04-04 17:00:00,480.0,481.0,480.0,481.0,73008.36610301
2026-04-04 17:15:00,481.0,481.0,480.0,480.0,42221.18023168
2026-04-04 17:30:00,481.0,482.0,480.0,481.0,84538.24750251
2026-04-04 17:45:00,481.0,482.0,481.0,481.0,90739.0510885
2026-04-04 18:00:00,481.0,483.0,481.0,482.0,82220.10397462
2026-04-04 18:15:00,482.0,483.0,481.0,482.0,52338.6353356
2026-04-04 18:30:00,482.0,483.0,482.0,483.0,62956.21832349
2026-04-04 18:45:00,482.0,483.0,482.0,482.0,96670.60810497
2026-04-04 19:00:00,482.0,483.0,481.0,482.0,140143.94860699
2026-04-04 19:15:00,481.0,483.0,481.0,482.0,19359.06950159
2026-04-04 19:30:00,482.0,484.0,482.0,483.0,69736.15722318
2026-04-04 19:45:00,482.0,483.0,482.0,482.0,36887.77449949
2026-04-04 20:00:00,482.0,483.0,482.0,483.0,60211.4379028
2026-04-04 20:15:00,482.0,484.0,481.0,482.0,63953.86007048
2026-04-04 20:30:00,481.0,482.0,481.0,482.0,56086.52905908
2026-04-04 20:45:00,482.0,482.0,480.0,482.0,112667.6221666
2026-04-04 21:00:00,481.0,482.0,481.0,482.0,58731.96996074
2026-04-04 21:15:00,481.0,483.0,481.0,482.0,29273.86125784
2026-04-04 21:30:00,483.0,483.0,481.0,481.0,84042.3779663
2026-04-04 21:45:00,482.0,482.0,481.0,481.0,151234.06386247
2026-04-04 22:00:00,482.0,483.0,481.0,482.0,46731.56775336
2026-04-04 22:15:00,482.0,483.0,481.0,481.0,46726.54045206
2026-04-04 22:30:00,483.0,483.0,481.0,481.0,32732.92305586
2026-04-04 22:45:00,481.0,483.0,481.0,483.0,56776.99935888
2026-04-04 23:00:00,483.0,483.0,481.0,483.0,19004.90919504
2026-04-04 23:15:00,483.0,483.0,481.0,481.0,60519.9910924
2026-04-04 23:30:00,481.0,483.0,481.0,482.0,93369.68417524
2026-04-04 23:45:00,481.0,483.0,481.0,481.0,48224.69696257
2026-04-05 00:00:00,481.0,483.0,481.0,482.0,50122.99832782
2026-04-05 00:15:00,482.0,483.0,481.0,481.0,59085.37995209
2026-04-05 00:30:00,482.0,482.0,481.0,481.0,23152.88872979
2026-04-05 00:45:00,482.0,482.0,480.0,481.0,57419.96397686
2026-04-05 01:00:00,482.0,482.0,480.0,482.0,25388.94246148
2026-04-05 01:15:00,482.0,483.0,481.0,483.0,74532.59090856
2026-04-05 01:30:00,483.0,483.0,481.0,481.0,13023.92847169
2026-04-05 01:45:00,482.0,482.0,481.0,481.0,24997.07810093
2026-04-05 02:00:00,482.0,482.0,481.0,481.0,52854.3200059
2026-04-05 02:15:00,482.0,483.0,482.0,482.0,24148.10538852
2026-04-05 02:30:00,482.0,483.0,481.0,482.0,6232.87510911
2026-04-05 02:45:00,482.0,482.0,481.0,481.0,9369.584126
2026-04-05 03:00:00,482.0,482.0,481.0,481.0,8816.15015904
2026-04-05 03:15:00,482.0,482.0,481.0,482.0,31937.58780779
2026-04-05 03:30:00,482.0,482.0,481.0,481.0,6986.99356924
2026-04-05 03:45:00,482.0,482.0,481.0,481.0,37691.93764564
2026-04-05 04:00:00,481.0,482.0,481.0,482.0,15282.71569639
2026-04-05 04:15:00,481.0,482.0,481.0,482.0,4098.349705
2026-04-05 04:30:00,481.0,482.0,481.0,481.0,6667.14902714
2026-04-05 04:45:00,481.0,482.0,481.0,481.0,5566.58966483
2026-04-05 05:00:00,481.0,482.0,481.0,482.0,27670.61306091
2026-04-05 05:15:00,481.0,482.0,481.0,481.0,18968.67677335
2026-04-05 05:30:00,482.0,482.0,481.0,481.0,26481.0324238
2026-04-05 05:45:00,482.0,482.0,481.0,482.0,3878.22550207
2026-04-05 06:00:00,481.0,482.0,481.0,482.0,9190.36952893
2026-04-05 06:15:00,481.0,482.0,481.0,482.0,20120.27730845
2026-04-05 06:30:00,482.0,482.0,481.0,481.0,11507.8569279
2026-04-05 06:45:00,482.0,482.0,481.0,482.0,19667.9654813
2026-04-05 07:00:00,481.0,482.0,481.0,481.0,12736.4341345
2026-04-05 07:15:00,482.0,482.0,481.0,481.0,5278.94401318
2026-04-05 07:30:00,482.0,482.0,481.0,482.0,17376.9130117
2026-04-05 07:45:00,482.0,482.0,481.0,481.0,13104.80724952
2026-04-05 08:00:00,481.0,482.0,481.0,482.0,29308.57374688
2026-04-05 08:15:00,481.0,482.0,481.0,482.0,20453.4282267
2026-04-05 08:30:00,482.0,482.0,481.0,481.0,28107.88329702
2026-04-05 08:45:00,482.0,482.0,481.0,481.0,67825.74565114
2026-04-05 09:00:00,481.0,482.0,481.0,481.0,22780.48036001
2026-04-05 09:15:00,482.0,482.0,481.0,482.0,34900.91232434
2026-04-05 09:30:00,482.0,483.0,481.0,483.0,45205.63471176
2026-04-05 09:45:00,482.0,483.0,481.0,482.0,19776.34625312
2026-04-05 10:00:00,481.0,482.0,481.0,481.0,39935.32698321
2026-04-05 10:15:00,482.0,482.0,481.0,481.0,140535.48314813
2026-04-05 10:30:00,481.0,483.0,481.0,481.0,17322.64639219
2026-04-05 10:45:00,482.0,482.0,481.0,482.0,7736.51872977
2026-04-05 11:00:00,481.0,483.0,481.0,481.0,61531.31633745
2026-04-05 11:15:00,481.0,483.0,481.0,482.0,10582.59798331
2026-04-05 11:30:00,481.0,482.0,481.0,482.0,38073.04221342
2026-04-05 11:45:00,482.0,483.0,481.0,483.0,71675.35921248
2026-04-05 12:00:00,483.0,483.0,481.0,483.0,21973.06960632
2026-04-05 12:15:00,482.0,483.0,482.0,482.0,27086.16972478
2026-04-05 12:30:00,483.0,483.0,482.0,483.0,30327.4659581
2026-04-05 12:45:00,482.0,483.0,482.0,482.0,21422.62634423
2026-04-05 13:00:00,482.0,484.0,482.0,484.0,65319.85876823
2026-04-05 13:15:00,482.0,484.0,482.0,483.0,31366.68374339
2026-04-05 13:30:00,482.0,483.0,482.0,483.0,69599.45282968
2026-04-05 13:45:00,482.0,483.0,482.0,482.0,48607.00344919
2026-04-05 14:00:00,483.0,483.0,482.0,483.0,13420.90646025
2026-04-05 14:15:00,482.0,483.0,482.0,482.0,25410.4518694
2026-04-05 14:30:00,483.0,483.0,482.0,482.0,53995.26845628
2026-04-05 14:45:00,482.0,483.0,482.0,483.0,38625.88167526
2026-04-05 15:00:00,483.0,484.0,482.0,484.0,65043.92184025
2026-04-05 15:15:00,483.0,484.0,482.0,483.0,49240.49076216
2026-04-05 15:30:00,484.0,484.0,483.0,484.0,41094.77995171
2026-04-05 15:45:00,483.0,484.0,482.0,483.0,48663.07252491
2026-04-05 16:00:00,484.0,484.0,483.0,483.0,75614.41500515
2026-04-05 16:15:00,484.0,484.0,483.0,484.0,38296.39789516
2026-04-05 16:30:00,483.0,484.0,483.0,484.0,40139.54974745
2026-04-05 16:45:00,483.0,484.0,483.0,483.0,49530.61086237
2026-04-05 17:00:00,484.0,484.0,483.0,483.0,41737.46643131
2026-04-05 17:15:00,483.0,484.0,483.0,484.0,44013.81276236
2026-04-05 17:30:00,483.0,484.0,483.0,483.0,35102.79426906
2026-04-05 17:45:00,484.0,484.0,483.0,483.0,50260.37840902
2026-04-05 18:00:00,483.0,484.0,483.0,483.0,25713.01535187
2026-04-05 18:15:00,483.0,484.0,483.0,483.0,46366.77944703
2026-04-05 18:30:00,483.0,484.0,483.0,483.0,24527.07111677
2026-04-05 18:45:00,483.0,484.0,483.0,484.0,71351.74401484
2026-04-05 19:00:00,483.0,484.0,482.0,483.0,38019.6801631
2026-04-05 19:15:00,483.0,484.0,482.0,484.0,97891.01398554
2026-04-05 19:30:00,484.0,484.0,482.0,482.0,23661.07928786
2026-04-05 19:45:00,482.0,484.0,482.0,482.0,28747.41742449
2026-04-05 20:00:00,484.0,484.0,482.0,482.0,17065.18606989
2026-04-05 20:15:00,484.0,484.0,482.0,484.0,45774.42893132
2026-04-05 20:30:00,482.0,484.0,482.0,482.0,30334.58598867
2026-04-05 20:45:00,483.0,484.0,482.0,484.0,32036.50694518
2026-04-05 21:00:00,483.0,484.0,483.0,484.0,115868.98759208
2026-04-05 21:15:00,484.0,485.0,483.0,484.0,113431.12792154
2026-04-05 21:30:00,484.0,486.0,484.0,485.0,223542.39718977
2026-04-05 21:45:00,485.0,486.0,485.0,486.0,65146.48450364
2026-04-05 22:00:00,486.0,486.0,485.0,486.0,109241.94786469
2026-04-05 22:15:00,486.0,487.0,485.0,486.0,108018.59010724
2026-04-05 22:30:00,486.0,487.0,485.0,485.0,49246.95046632
2026-04-05 22:45:00,485.0,487.0,485.0,485.0,33267.44146033
