recv_ts,exch,coin,price,exch_ts
1781004209.746791,upbit,KRW-BTC,93733000.0,1781004210539
1781004209.746791,upbit,KRW-ETH,2500000.0,1781004210034
1781004209.948636,upbit,KRW-BTC,93733000.0,1781004213689
1781004209.952098,binance,KRW-ETH,1668.33,1781004213750
1781004209.969643,binance,KRW-ETH,1668.33,1781004213766
1781004209.969643,binance,KRW-ETH,1668.32,1781004213766
1781004209.969643,binance,KRW-ETH,1668.31,1781004213766
1781004209.969643,binance,KRW-ETH,1668.3,1781004213766
1781004209.969643,binance,KRW-ETH,1668.29,1781004213766
1781004209.969643,binance,KRW-ETH,1668.28,1781004213766
1781004210.290564,upbit,KRW-BTC,93733000.0,1781004214042
1781004210.309274,upbit,KRW-ETH,2500000.0,1781004214060
1781004210.457123,binance,KRW-ETH,1668.27,1781004214254
1781004210.910007,binance,KRW-ETH,1668.27,1781004214706
1781004210.910007,binance,KRW-ETH,1668.26,1781004214706
1781004210.910007,binance,KRW-ETH,1668.25,1781004214707
1781004210.910007,binance,KRW-ETH,1668.24,1781004214707
1781004210.910007,binance,KRW-ETH,1668.24,1781004214709
1781004210.917965,binance,KRW-ETH,1668.24,1781004214715
1781004210.919376,binance,KRW-ETH,1668.24,1781004214716
1781004210.919376,binance,KRW-ETH,1668.23,1781004214716
1781004210.919376,binance,KRW-ETH,1668.22,1781004214716
1781004210.919376,binance,KRW-ETH,1668.21,1781004214716
1781004210.919376,binance,KRW-ETH,1668.2,1781004214716
1781004210.919376,binance,KRW-ETH,1668.17,1781004214716
1781004210.919376,binance,KRW-ETH,1668.16,1781004214716
1781004210.919376,binance,KRW-ETH,1668.15,1781004214716
1781004210.919376,binance,KRW-ETH,1668.14,1781004214716
1781004210.919376,binance,KRW-ETH,1668.13,1781004214718
1781004210.948691,binance,KRW-BTC,62549.45,1781004214746
1781004210.948691,binance,KRW-BTC,62549.44,1781004214746
1781004210.948691,binance,KRW-BTC,62549.43,1781004214746
1781004210.948691,binance,KRW-BTC,62549.27,1781004214746
1781004210.948691,binance,KRW-BTC,62549.27,1781004214746
1781004210.948691,binance,KRW-BTC,62548.64,1781004214746
1781004210.953201,binance,KRW-BTC,62547.87,1781004214750
1781004210.953201,binance,KRW-BTC,62547.86,1781004214750
1781004210.953201,binance,KRW-BTC,62547.78,1781004214750
1781004210.953201,binance,KRW-BTC,62547.5,1781004214750
1781004210.953201,binance,KRW-BTC,62547.25,1781004214750
1781004210.953201,binance,KRW-BTC,62547.24,1781004214750
1781004210.953201,binance,KRW-BTC,62547.23,1781004214750
1781004210.953201,binance,KRW-BTC,62547.2,1781004214750
1781004210.953201,binance,KRW-BTC,62546.77,1781004214750
1781004210.953201,binance,KRW-BTC,62546.65,1781004214750
1781004210.958565,binance,KRW-BTC,62546.64,1781004214756
1781004210.958565,binance,KRW-BTC,62546.63,1781004214756
1781004210.958565,binance,KRW-BTC,62546.33,1781004214756
1781004211.016063,binance,KRW-ETH,1668.13,1781004214813
1781004211.552251,binance,KRW-BTC,62546.32,1781004215350
1781004211.669627,binance,KRW-BTC,62546.32,1781004215466
1781004211.669627,binance,KRW-BTC,62546.32,1781004215466
1781004211.671129,binance,KRW-BTC,62546.32,1781004215467
1781004211.671129,binance,KRW-BTC,62546.32,1781004215467
1781004211.671129,binance,KRW-BTC,62546.31,1781004215467
1781004211.671129,binance,KRW-BTC,62546.27,1781004215467
1781004211.671129,binance,KRW-BTC,62545.56,1781004215467
1781004211.671129,binance,KRW-BTC,62544.65,1781004215467
1781004211.671129,binance,KRW-BTC,62544.58,1781004215467
1781004211.671129,binance,KRW-BTC,62544.4,1781004215467
1781004211.671129,binance,KRW-BTC,62544.27,1781004215467
1781004211.671129,binance,KRW-BTC,62543.96,1781004215467
1781004211.671129,binance,KRW-BTC,62543.35,1781004215467
1781004211.671129,binance,KRW-BTC,62543.34,1781004215467
1781004211.671129,binance,KRW-BTC,62543.31,1781004215467
1781004211.671129,binance,KRW-BTC,62543.2,1781004215467
1781004211.671129,binance,KRW-BTC,62543.19,1781004215467
1781004211.956680,binance,KRW-BTC,62543.2,1781004215755
1781004212.280088,upbit,KRW-BTC,93713000.0,1781004216018
1781004212.280088,upbit,KRW-BTC,93713000.0,1781004216018
1781004212.286634,upbit,KRW-BTC,93713000.0,1781004216018
1781004212.361008,binance,KRW-BTC,62543.2,1781004216158
1781004213.391479,binance,KRW-ETH,1668.13,1781004217189
1781004213.434971,binance,KRW-ETH,1668.13,1781004217232
1781004213.521085,binance,KRW-BTC,62543.19,1781004217319
1781004213.522569,binance,KRW-BTC,62543.2,1781004217320
1781004213.656925,binance,KRW-BTC,62543.2,1781004217455
1781004214.715119,binance,KRW-BTC,62543.2,1781004218513
1781004214.787042,upbit,KRW-BTC,93733000.0,1781004218543
1781004214.787042,upbit,KRW-BTC,93733000.0,1781004218543
1781004214.788679,upbit,KRW-BTC,93733000.0,1781004218543
1781004214.850051,binance,KRW-BTC,62543.2,1781004218647
1781004214.882852,binance,KRW-BTC,62543.2,1781004218680
1781004215.003898,binance,KRW-ETH,1668.13,1781004218801
1781004215.287744,upbit,KRW-BTC,93733000.0,1781004219045
1781004215.347631,upbit,KRW-BTC,93733000.0,1781004219096
1781004215.537644,upbit,KRW-ETH,2500000.0,1781004219282
1781004215.827401,upbit,KRW-BTC,93733000.0,1781004219577
1781004216.529088,upbit,KRW-ETH,2500000.0,1781004220273
1781004216.576596,upbit,KRW-BTC,93733000.0,1781004220331
1781004217.715678,binance,KRW-BTC,62543.2,1781004221514
1781004218.371731,binance,KRW-BTC,62543.2,1781004222170
1781004218.846578,binance,KRW-ETH,1668.14,1781004222644
1781004218.905744,binance,KRW-BTC,62543.2,1781004222704
1781004219.284652,binance,KRW-BTC,62543.19,1781004223083
1781004219.444626,binance,KRW-ETH,1668.14,1781004223242
1781004220.031642,binance,KRW-BTC,62543.2,1781004223830
1781004220.198792,binance,KRW-ETH,1668.13,1781004223996
1781004220.276620,binance,KRW-BTC,62543.2,1781004224074
1781004220.519733,binance,KRW-BTC,62543.2,1781004224317
1781004220.772021,binance,KRW-BTC,62543.19,1781004224570
1781004220.963354,binance,KRW-BTC,62543.2,1781004224761
1781004220.985571,binance,KRW-BTC,62543.2,1781004224783
1781004221.034786,binance,KRW-BTC,62543.2,1781004224832
1781004221.045683,binance,KRW-ETH,1668.14,1781004224844
1781004221.073733,binance,KRW-BTC,62543.2,1781004224870
1781004221.073733,binance,KRW-BTC,62543.21,1781004224870
1781004221.073733,binance,KRW-BTC,62543.22,1781004224870
1781004221.073733,binance,KRW-BTC,62543.31,1781004224870
1781004221.073733,binance,KRW-BTC,62543.35,1781004224870
1781004221.073733,binance,KRW-BTC,62543.39,1781004224870
1781004221.073733,binance,KRW-BTC,62543.4,1781004224870
1781004221.073733,binance,KRW-ETH,1668.14,1781004224870
1781004221.073733,binance,KRW-ETH,1668.15,1781004224870
1781004221.073733,binance,KRW-ETH,1668.16,1781004224870
1781004221.074459,binance,KRW-ETH,1668.17,1781004224872
1781004221.076351,binance,KRW-ETH,1668.18,1781004224873
1781004221.076351,binance,KRW-ETH,1668.19,1781004224873
1781004221.077660,binance,KRW-BTC,62544.24,1781004224874
1781004221.077660,binance,KRW-BTC,62544.25,1781004224874
1781004221.077660,binance,KRW-BTC,62544.27,1781004224874
1781004221.077660,binance,KRW-BTC,62544.38,1781004224874
1781004221.077660,binance,KRW-BTC,62544.53,1781004224874
1781004221.077660,binance,KRW-BTC,62544.53,1781004224874
1781004221.077660,binance,KRW-BTC,62545.01,1781004224874
1781004221.077660,binance,KRW-BTC,62545.36,1781004224874
1781004221.077660,binance,KRW-BTC,62545.56,1781004224874
1781004221.077660,binance,KRW-BTC,62545.66,1781004224874
1781004221.077660,binance,KRW-BTC,62545.86,1781004224874
1781004221.077660,binance,KRW-BTC,62545.97,1781004224874
1781004221.077660,binance,KRW-BTC,62545.98,1781004224874
1781004221.077660,binance,KRW-BTC,62546.02,1781004224874
1781004221.078533,binance,KRW-ETH,1668.2,1781004224875
1781004221.080516,binance,KRW-ETH,1668.2,1781004224878
1781004221.082596,binance,KRW-ETH,1668.2,1781004224880
1781004221.082596,binance,KRW-ETH,1668.22,1781004224880
1781004221.083573,binance,KRW-ETH,1668.23,1781004224881
1781004221.083573,binance,KRW-ETH,1668.24,1781004224881
1781004221.085567,binance,KRW-ETH,1668.25,1781004224883
1781004221.085567,binance,KRW-ETH,1668.26,1781004224883
1781004221.087736,binance,KRW-ETH,1668.26,1781004224885
1781004221.087736,binance,KRW-ETH,1668.26,1781004224885
1781004221.087736,binance,KRW-ETH,1668.28,1781004224885
1781004221.088669,binance,KRW-ETH,1668.28,1781004224887
1781004221.088669,binance,KRW-ETH,1668.29,1781004224887
1781004221.088669,binance,KRW-ETH,1668.29,1781004224887
1781004221.089714,binance,KRW-ETH,1668.31,1781004224887
1781004221.090685,binance,KRW-ETH,1668.31,1781004224889
1781004221.090685,binance,KRW-ETH,1668.32,1781004224889
1781004221.093397,binance,KRW-BTC,62546.03,1781004224890
1781004221.093397,binance,KRW-BTC,62546.04,1781004224890
1781004221.093397,binance,KRW-BTC,62546.3,1781004224890
1781004221.093397,binance,KRW-BTC,62546.32,1781004224890
1781004221.093397,binance,KRW-BTC,62546.33,1781004224890
1781004221.093397,binance,KRW-BTC,62546.65,1781004224890
1781004221.093397,binance,KRW-BTC,62546.89,1781004224890
1781004221.093397,binance,KRW-BTC,62546.89,1781004224890
1781004221.093397,binance,KRW-BTC,62547.38,1781004224890
1781004221.113684,binance,KRW-BTC,62547.38,1781004224891
1781004221.113684,binance,KRW-BTC,62547.43,1781004224891
1781004221.113684,binance,KRW-BTC,62547.82,1781004224891
1781004221.113684,binance,KRW-BTC,62547.87,1781004224891
1781004221.113684,binance,KRW-BTC,62547.88,1781004224891
1781004221.113684,binance,KRW-BTC,62548.46,1781004224891
1781004221.113684,binance,KRW-BTC,62548.63,1781004224891
1781004221.114686,binance,KRW-BTC,62548.64,1781004224891
1781004221.114686,binance,KRW-BTC,62549.2,1781004224891
1781004221.114686,binance,KRW-BTC,62549.45,1781004224891
1781004221.114686,binance,KRW-BTC,62549.49,1781004224891
1781004221.114686,binance,KRW-BTC,62549.57,1781004224891
1781004221.114686,binance,KRW-BTC,62549.79,1781004224891
1781004221.114686,binance,KRW-BTC,62549.91,1781004224891
1781004221.114686,binance,KRW-BTC,62549.91,1781004224891
1781004221.114686,binance,KRW-BTC,62549.91,1781004224891
1781004221.114686,binance,KRW-BTC,62549.92,1781004224891
1781004221.114686,binance,KRW-BTC,62550.0,1781004224891
1781004221.114686,binance,KRW-BTC,62550.18,1781004224891
1781004221.114686,binance,KRW-BTC,62550.24,1781004224891
1781004221.114686,binance,KRW-BTC,62550.5,1781004224891
1781004221.114686,binance,KRW-BTC,62551.0,1781004224891
1781004221.114686,binance,KRW-BTC,62551.6,1781004224891
1781004221.114686,binance,KRW-BTC,62551.72,1781004224891
1781004221.114686,binance,KRW-ETH,1668.32,1781004224891
1781004221.114686,binance,KRW-ETH,1668.32,1781004224891
1781004221.114686,binance,KRW-ETH,1668.33,1781004224891
1781004221.114686,binance,KRW-ETH,1668.34,1781004224891
1781004221.114686,binance,KRW-ETH,1668.35,1781004224891
1781004221.114686,binance,KRW-ETH,1668.36,1781004224891
1781004221.114686,binance,KRW-ETH,1668.37,1781004224891
1781004221.114686,binance,KRW-BTC,62551.97,1781004224892
1781004221.114686,binance,KRW-BTC,62552.0,1781004224892
1781004221.114686,binance,KRW-BTC,62552.06,1781004224892
1781004221.114686,binance,KRW-BTC,62552.59,1781004224892
1781004221.114686,binance,KRW-BTC,62553.18,1781004224892
1781004221.114686,binance,KRW-BTC,62553.32,1781004224892
1781004221.114686,binance,KRW-BTC,62553.45,1781004224892
1781004221.114686,binance,KRW-BTC,62553.65,1781004224892
1781004221.114686,binance,KRW-BTC,62553.76,1781004224892
1781004221.114686,binance,KRW-BTC,62553.93,1781004224892
1781004221.114686,binance,KRW-BTC,62554.0,1781004224892
1781004221.114686,binance,KRW-BTC,62554.13,1781004224892
1781004221.114686,binance,KRW-BTC,62554.24,1781004224892
1781004221.114686,binance,KRW-BTC,62554.74,1781004224892
1781004221.114686,binance,KRW-BTC,62554.77,1781004224892
1781004221.114686,binance,KRW-BTC,62554.8,1781004224892
1781004221.114686,binance,KRW-BTC,62554.81,1781004224892
1781004221.114686,binance,KRW-BTC,62555.13,1781004224892
1781004221.114686,binance,KRW-BTC,62555.4,1781004224892
1781004221.114686,binance,KRW-BTC,62555.49,1781004224892
1781004221.114686,binance,KRW-BTC,62555.71,1781004224892
1781004221.114686,binance,KRW-BTC,62555.72,1781004224892
1781004221.114686,binance,KRW-BTC,62555.73,1781004224892
1781004221.114686,binance,KRW-BTC,62555.79,1781004224892
1781004221.114686,binance,KRW-BTC,62555.81,1781004224892
1781004221.114686,binance,KRW-BTC,62555.82,1781004224892
1781004221.114686,binance,KRW-BTC,62555.97,1781004224892
1781004221.114686,binance,KRW-BTC,62556.0,1781004224892
1781004221.114686,binance,KRW-BTC,62556.18,1781004224892
1781004221.114686,binance,KRW-BTC,62556.26,1781004224892
1781004221.114686,binance,KRW-BTC,62556.76,1781004224892
1781004221.114686,binance,KRW-BTC,62556.17,1781004224893
1781004221.114686,binance,KRW-BTC,62556.84,1781004224893
1781004221.114686,binance,KRW-ETH,1668.38,1781004224906
1781004221.114686,binance,KRW-ETH,1668.39,1781004224906
1781004221.114686,binance,KRW-ETH,1668.4,1781004224908
1781004221.258629,binance,KRW-ETH,1668.4,1781004225054
1781004221.258629,binance,KRW-BTC,62557.69,1781004225054
1781004221.258629,binance,KRW-BTC,62557.69,1781004225054
1781004221.258629,binance,KRW-BTC,62557.69,1781004225054
1781004221.258629,binance,KRW-BTC,62557.69,1781004225054
1781004221.258629,binance,KRW-BTC,62557.69,1781004225054
1781004221.258629,binance,KRW-BTC,62557.69,1781004225054
1781004221.259189,binance,KRW-ETH,1668.41,1781004225056
1781004221.259189,binance,KRW-ETH,1668.42,1781004225056
1781004221.259774,binance,KRW-ETH,1668.42,1781004225057
1781004221.259774,binance,KRW-ETH,1668.43,1781004225057
1781004221.261664,binance,KRW-ETH,1668.43,1781004225059
1781004221.261664,binance,KRW-ETH,1668.44,1781004225059
1781004221.261664,binance,KRW-ETH,1668.45,1781004225059
1781004221.263600,binance,KRW-ETH,1668.45,1781004225061
1781004221.265647,binance,KRW-ETH,1668.45,1781004225063
1781004221.265647,binance,KRW-ETH,1668.46,1781004225063
1781004221.269676,binance,KRW-BTC,62557.69,1781004225065
1781004221.269676,binance,KRW-BTC,62557.7,1781004225065
1781004221.269676,binance,KRW-BTC,62557.88,1781004225065
1781004221.269676,binance,KRW-BTC,62557.91,1781004225065
1781004221.269676,binance,KRW-BTC,62557.92,1781004225065
1781004221.269676,binance,KRW-BTC,62557.99,1781004225065
1781004221.269676,binance,KRW-BTC,62558.0,1781004225065
1781004221.269676,binance,KRW-BTC,62558.29,1781004225065
1781004221.269676,binance,KRW-BTC,62558.53,1781004225065
1781004221.269676,binance,KRW-BTC,62558.53,1781004225065
1781004221.269676,binance,KRW-BTC,62558.62,1781004225065
1781004221.269676,binance,KRW-BTC,62558.62,1781004225065
1781004221.269676,binance,KRW-BTC,62558.66,1781004225065
1781004221.269676,binance,KRW-BTC,62558.84,1781004225065
1781004221.271179,binance,KRW-BTC,62558.85,1781004225065
1781004221.271179,binance,KRW-BTC,62558.86,1781004225065
1781004221.271179,binance,KRW-BTC,62558.95,1781004225065
1781004221.271179,binance,KRW-BTC,62558.96,1781004225065
1781004221.271179,binance,KRW-BTC,62558.97,1781004225065
1781004221.271179,binance,KRW-BTC,62558.98,1781004225065
1781004221.271179,binance,KRW-ETH,1668.46,1781004225065
1781004221.271179,binance,KRW-ETH,1668.47,1781004225065
1781004221.271179,binance,KRW-ETH,1668.48,1781004225065
1781004221.271179,binance,KRW-ETH,1668.49,1781004225065
1781004221.271179,binance,KRW-ETH,1668.5,1781004225065
1781004221.271179,binance,KRW-ETH,1668.51,1781004225065
1781004221.271179,binance,KRW-ETH,1668.52,1781004225065
1781004221.272063,binance,KRW-BTC,62558.98,1781004225065
1781004221.272063,binance,KRW-BTC,62558.98,1781004225065
1781004221.272063,binance,KRW-BTC,62558.98,1781004225065
1781004221.272063,binance,KRW-BTC,62559.09,1781004225065
1781004221.272063,binance,KRW-BTC,62559.32,1781004225065
1781004221.272063,binance,KRW-BTC,62560.0,1781004225065
1781004221.272063,binance,KRW-BTC,62560.14,1781004225065
1781004221.272063,binance,KRW-BTC,62560.21,1781004225065
1781004221.272063,binance,KRW-BTC,62560.23,1781004225065
1781004221.272063,binance,KRW-BTC,62560.55,1781004225065
1781004221.272063,binance,KRW-BTC,62560.56,1781004225065
1781004221.272063,binance,KRW-BTC,62560.96,1781004225066
1781004221.272063,binance,KRW-BTC,62560.98,1781004225066
1781004221.272063,binance,KRW-BTC,62561.44,1781004225066
1781004221.272063,binance,KRW-BTC,62561.71,1781004225066
1781004221.272063,binance,KRW-BTC,62561.72,1781004225066
1781004221.272063,binance,KRW-BTC,62561.73,1781004225066
1781004221.272063,binance,KRW-BTC,62561.84,1781004225066
1781004221.272063,binance,KRW-BTC,62561.94,1781004225066
1781004221.272063,binance,KRW-BTC,62561.95,1781004225066
1781004221.272063,binance,KRW-BTC,62562.0,1781004225066
1781004221.272063,binance,KRW-BTC,62562.07,1781004225066
1781004221.272063,binance,KRW-ETH,1668.53,1781004225066
1781004221.272063,binance,KRW-ETH,1668.54,1781004225066
1781004221.272063,binance,KRW-ETH,1668.55,1781004225066
1781004221.272063,binance,KRW-ETH,1668.56,1781004225066
1781004221.272063,binance,KRW-ETH,1668.57,1781004225066
1781004221.272063,binance,KRW-ETH,1668.58,1781004225066
1781004221.272063,binance,KRW-BTC,62562.19,1781004225067
1781004221.276404,binance,KRW-BTC,62562.42,1781004225067
1781004221.276404,binance,KRW-BTC,62562.43,1781004225067
1781004221.276404,binance,KRW-BTC,62562.44,1781004225067
1781004221.276404,binance,KRW-BTC,62562.61,1781004225067
1781004221.276404,binance,KRW-BTC,62563.05,1781004225067
1781004221.276404,binance,KRW-BTC,62563.32,1781004225068
1781004221.276404,binance,KRW-BTC,62563.84,1781004225068
1781004221.276404,binance,KRW-BTC,62563.94,1781004225068
1781004221.276404,binance,KRW-BTC,62564.0,1781004225068
1781004221.276404,binance,KRW-BTC,62564.04,1781004225068
1781004221.276404,binance,KRW-BTC,62564.08,1781004225068
1781004221.276404,binance,KRW-BTC,62564.73,1781004225068
1781004221.276404,binance,KRW-BTC,62564.81,1781004225068
1781004221.276404,binance,KRW-BTC,62564.99,1781004225068
1781004221.277020,binance,KRW-ETH,1668.59,1781004225069
1781004221.277020,binance,KRW-ETH,1668.6,1781004225069
1781004221.277020,binance,KRW-BTC,62565.1,1781004225069
1781004221.277020,binance,KRW-BTC,62565.32,1781004225069
1781004221.277020,binance,KRW-BTC,62565.54,1781004225069
1781004221.277020,binance,KRW-BTC,62565.65,1781004225069
1781004221.277020,binance,KRW-BTC,62565.72,1781004225069
1781004221.277020,binance,KRW-ETH,1668.61,1781004225069
1781004221.277020,binance,KRW-ETH,1668.62,1781004225069
1781004221.277715,binance,KRW-ETH,1668.64,1781004225071
1781004221.277715,binance,KRW-BTC,62566.0,1781004225071
1781004221.277715,binance,KRW-BTC,62566.0,1781004225072
1781004221.277715,binance,KRW-BTC,62566.0,1781004225072
1781004221.281017,binance,KRW-BTC,62566.0,1781004225076
1781004221.281017,binance,KRW-BTC,62566.01,1781004225076
1781004221.289684,binance,KRW-ETH,1668.64,1781004225085
1781004221.289684,binance,KRW-ETH,1668.65,1781004225085
1781004221.289684,binance,KRW-ETH,1668.66,1781004225085
1781004221.291523,binance,KRW-BTC,62566.0,1781004225086
1781004221.307779,binance,KRW-BTC,62566.0,1781004225105
1781004221.310042,binance,KRW-BTC,62566.0,1781004225108
1781004221.311366,binance,KRW-BTC,62566.01,1781004225108
1781004221.311366,binance,KRW-BTC,62566.27,1781004225108
1781004221.311366,binance,KRW-BTC,62566.76,1781004225108
1781004221.311366,binance,KRW-BTC,62566.9,1781004225108
1781004221.311366,binance,KRW-BTC,62567.07,1781004225108
1781004221.311366,binance,KRW-BTC,62567.12,1781004225108
1781004221.311366,binance,KRW-BTC,62567.36,1781004225108
1781004221.311366,binance,KRW-BTC,62567.5,1781004225108
1781004221.311366,binance,KRW-BTC,62567.99,1781004225108
1781004221.311366,binance,KRW-BTC,62568.0,1781004225108
1781004221.311993,binance,KRW-BTC,62568.0,1781004225109
1781004221.313755,binance,KRW-BTC,62568.2,1781004225110
1781004221.313755,binance,KRW-BTC,62568.2,1781004225110
1781004221.314113,binance,KRW-BTC,62568.2,1781004225111
1781004221.314113,binance,KRW-BTC,62568.2,1781004225112
1781004221.318458,binance,KRW-BTC,62568.2,1781004225114
1781004221.319880,binance,KRW-BTC,62568.2,1781004225116
1781004221.319880,binance,KRW-BTC,62568.21,1781004225116
1781004221.319880,binance,KRW-BTC,62568.23,1781004225116
1781004221.319880,binance,KRW-BTC,62568.24,1781004225116
1781004221.319880,binance,KRW-BTC,62568.32,1781004225116
1781004221.319880,binance,KRW-BTC,62568.34,1781004225116
1781004221.319880,binance,KRW-BTC,62568.88,1781004225116
1781004221.319880,binance,KRW-BTC,62568.93,1781004225116
1781004221.319880,binance,KRW-BTC,62569.16,1781004225116
1781004221.319880,binance,KRW-BTC,62569.17,1781004225116
1781004221.319880,binance,KRW-BTC,62569.25,1781004225116
1781004221.319880,binance,KRW-BTC,62569.69,1781004225117
1781004221.319880,binance,KRW-BTC,62569.73,1781004225117
1781004221.319880,binance,KRW-BTC,62569.99,1781004225117
1781004221.319880,binance,KRW-BTC,62570.0,1781004225117
1781004221.319880,binance,KRW-BTC,62570.05,1781004225117
1781004221.319880,binance,KRW-BTC,62570.2,1781004225117
1781004221.322929,binance,KRW-BTC,62570.83,1781004225120
1781004221.322929,binance,KRW-BTC,62570.84,1781004225120
1781004221.322929,binance,KRW-BTC,62571.29,1781004225120
1781004221.323937,binance,KRW-BTC,62570.83,1781004225121
1781004221.323937,binance,KRW-ETH,1668.67,1781004225121
1781004221.323937,binance,KRW-ETH,1668.68,1781004225121
1781004221.324430,binance,KRW-ETH,1668.69,1781004225123
1781004221.330825,binance,KRW-BTC,62570.83,1781004225128
1781004221.330825,binance,KRW-ETH,1668.7,1781004225128
1781004221.332247,binance,KRW-BTC,62570.83,1781004225129
1781004221.332247,binance,KRW-BTC,62570.84,1781004225129
1781004221.332247,binance,KRW-BTC,62571.29,1781004225129
1781004221.332247,binance,KRW-BTC,62571.99,1781004225129
1781004221.332247,binance,KRW-BTC,62572.0,1781004225129
1781004221.332924,binance,KRW-ETH,1668.71,1781004225130
1781004221.332924,binance,KRW-BTC,62572.0,1781004225130
1781004221.332924,binance,KRW-ETH,1668.72,1781004225130
1781004221.332924,binance,KRW-BTC,62572.0,1781004225131
1781004221.335187,binance,KRW-BTC,62572.0,1781004225131
1781004221.335187,binance,KRW-BTC,62572.01,1781004225131
1781004221.335187,binance,KRW-BTC,62572.15,1781004225131
1781004221.335187,binance,KRW-BTC,62572.7,1781004225131
1781004221.335187,binance,KRW-BTC,62572.78,1781004225131
1781004221.335187,binance,KRW-BTC,62573.28,1781004225131
1781004221.335187,binance,KRW-BTC,62573.38,1781004225131
1781004221.335187,binance,KRW-BTC,62573.62,1781004225131
1781004221.335187,binance,KRW-BTC,62573.63,1781004225131
1781004221.335187,binance,KRW-ETH,1668.73,1781004225133
1781004221.337192,binance,KRW-ETH,1668.73,1781004225134
1781004221.337192,binance,KRW-ETH,1668.74,1781004225135
1781004221.337192,binance,KRW-ETH,1668.75,1781004225135
1781004221.337192,binance,KRW-ETH,1668.76,1781004225135
1781004221.338055,binance,KRW-BTC,62573.66,1781004225135
1781004221.338055,binance,KRW-BTC,62573.66,1781004225135
1781004221.339173,binance,KRW-BTC,62573.66,1781004225137
1781004221.339173,binance,KRW-BTC,62573.67,1781004225137
1781004221.339173,binance,KRW-BTC,62573.99,1781004225137
1781004221.339173,binance,KRW-BTC,62574.0,1781004225137
1781004221.340196,binance,KRW-ETH,1668.76,1781004225137
1781004221.340196,binance,KRW-ETH,1668.78,1781004225139
1781004221.341682,binance,KRW-ETH,1668.79,1781004225139
1781004221.345688,binance,KRW-BTC,62574.0,1781004225143
1781004221.347319,binance,KRW-BTC,62574.0,1781004225145
1781004221.348670,binance,KRW-BTC,62574.01,1781004225145
1781004221.348670,binance,KRW-BTC,62574.35,1781004225145
1781004221.348670,binance,KRW-BTC,62574.54,1781004225145
1781004221.348670,binance,KRW-BTC,62574.55,1781004225145
1781004221.348670,binance,KRW-BTC,62574.57,1781004225145
1781004221.348670,binance,KRW-BTC,62574.91,1781004225145
1781004221.348670,binance,KRW-BTC,62574.98,1781004225145
1781004221.348670,binance,KRW-BTC,62575.0,1781004225145
1781004221.348670,binance,KRW-BTC,62575.01,1781004225145
1781004221.348670,binance,KRW-BTC,62575.05,1781004225145
1781004221.348670,binance,KRW-BTC,62575.58,1781004225145
1781004221.348670,binance,KRW-BTC,62575.84,1781004225145
1781004221.350672,binance,KRW-BTC,62575.98,1781004225148
1781004221.355018,binance,KRW-ETH,1668.79,1781004225152
1781004221.355018,binance,KRW-ETH,1668.8,1781004225152
1781004221.355018,binance,KRW-ETH,1668.81,1781004225152
1781004221.367569,binance,KRW-ETH,1668.82,1781004225166
1781004221.368573,binance,KRW-ETH,1668.83,1781004225166
1781004221.368573,binance,KRW-ETH,1668.84,1781004225166
1781004221.368573,binance,KRW-ETH,1668.85,1781004225166
1781004221.374655,binance,KRW-ETH,1668.86,1781004225173
1781004221.377950,binance,KRW-ETH,1668.86,1781004225175
1781004221.377950,binance,KRW-ETH,1668.87,1781004225175
1781004221.378520,binance,KRW-ETH,1668.88,1781004225176
1781004221.392722,binance,KRW-ETH,1668.89,1781004225190
1781004221.392722,binance,KRW-ETH,1668.9,1781004225190
1781004221.392722,binance,KRW-ETH,1668.91,1781004225190
1781004221.392722,binance,KRW-ETH,1668.93,1781004225190
1781004221.392722,binance,KRW-ETH,1668.94,1781004225190
1781004221.392722,binance,KRW-ETH,1668.95,1781004225190
1781004221.437663,binance,KRW-BTC,62575.98,1781004225235
1781004221.437663,binance,KRW-BTC,62575.99,1781004225235
1781004221.437663,binance,KRW-BTC,62576.0,1781004225235
1781004221.451567,upbit,KRW-BTC,93733000.0,1781004225202
1781004221.566871,upbit,KRW-BTC,93733000.0,1781004225315
1781004221.566871,upbit,KRW-BTC,93733000.0,1781004225315
1781004221.566871,upbit,KRW-BTC,93734000.0,1781004225315
1781004221.566871,upbit,KRW-BTC,93734000.0,1781004225315
1781004221.607091,upbit,KRW-BTC,93734000.0,1781004225346
1781004221.607091,upbit,KRW-BTC,93741000.0,1781004225346
1781004221.607091,upbit,KRW-BTC,93741000.0,1781004225346
1781004221.607091,upbit,KRW-BTC,93741000.0,1781004225346
1781004221.607091,upbit,KRW-BTC,93741000.0,1781004225346
1781004221.785673,binance,KRW-BTC,62575.99,1781004225583
1781004221.797656,binance,KRW-BTC,62575.99,1781004225595
1781004221.797656,binance,KRW-BTC,62575.99,1781004225595
1781004221.798654,binance,KRW-BTC,62575.99,1781004225596
1781004222.043482,binance,KRW-BTC,62575.99,1781004225841
1781004222.159485,binance,KRW-BTC,62575.99,1781004225957
1781004222.237518,binance,KRW-BTC,62575.99,1781004226035
1781004222.257625,binance,KRW-ETH,1668.96,1781004226056
1781004222.263586,binance,KRW-ETH,1668.96,1781004226061
1781004222.295578,binance,KRW-BTC,62576.0,1781004226093
1781004222.551597,binance,KRW-BTC,62576.0,1781004226349
1781004222.568043,upbit,KRW-BTC,93751000.0,1781004226324
